brewery_name,address,phone,latitude,longitude
Casa De Oro Liquor,"9727 Campo Rd, Spring Valley, CA 91977, USA",(619) 469-3388,32.7474794,-116.9869865
Browar Maryensztadt,"Sportowa 3, 26-700 Zwoleń, Poland",730 115 985,51.3726178,21.5925202
Alex Lounge Bar & Grill,"213 E Post Rd, White Plains, NY 10601, USA",(914) 358-9227,41.0300167,-73.7629099
Leo's Wine & Spirits,"3018 Hobson Rd, Woodridge, IL 60517, USA",(630) 963-2044,41.7646138,-88.0583963
Ron's Original Bar & Grille,"74 E Uwchlan Ave, Exton, PA 19341, USA",(610) 594-9900,40.0588889,-75.6541667
Divine Barrel Brewing,"3701 N Davidson St Suite #203, Charlotte, NC 28205, USA",(980) 237-1803,35.2502056,-80.7963722
The Raw Deal / Real Deal Brewing,"603 Broadway St S #2457, Menomonie, WI 54751, USA",(715) 231-3255,44.877274,-91.930043
West End Beverage & Redemption,"2828 W State St, Olean, NY 14760, USA",(716) 372-7700,42.0771679,-78.4629488
Edenton Brewing Company,"407 S Broad St, Edenton, NC 27932, USA",(252) 482-4045,36.0576902,-76.6091231
W and S Distributors,"884 Susquehanna Trail, Northumberland, PA 17857, USA",(570) 473-8279,40.906871,-76.8322828
Lake Liquor,"3390 18100, FM306 ste. #130, Canyon Lake, TX 78133, USA",(830) 935-2777,29.913376,-98.213958
The Blind Pig Co.,"120 N Walnut St, Champaign, IL 61820, USA",(217) 398-1532,40.1169858,-88.2422817
Gramma Polo's Bottle Shop,"710 E Ben White Blvd, Austin, TX 78704, USA",(512) 443-6601,30.2203767,-97.754233
Big Water Brewery,"24 Robie Rd, Salisbury, NH 03268, USA",(603) 648-6068,43.4095099,-71.7168053
The Back Abbey,"128 N Oberlin Ave, Claremont, CA 91711, USA",(909) 625-2642,34.0952175,-117.7204795
Pivo Brouwers,"Aarhusweg 5-19, 9723 JJ Groningen, Netherlands",050 721 0901,53.2115242,6.621516
Pizza Orgasmica & Brewing Co.,"1785 Fulton St, San Francisco, CA 94117, USA",(415) 416-6989,37.7757115,-122.4460537
Wright & Company,"900 Congress Ave #500, Austin, TX 78701, USA",(800) 787-9579,30.2711739,-97.7421372
Stahley's Bar & Restaurant,"1826 Hanover Ave, Allentown, PA 18109, USA",(610) 433-2468,40.6210212,-75.4278488
Menace Brewing,"2529 Meridian St, Bellingham, WA 98225, USA",(360) 306-3457,48.7642717,-122.4864119
The Wateringhole,"1390 McQueeney Rd, New Braunfels, TX 78130, USA",(830) 625-0045,29.691228,-98.1160643
Buckeye BrewCraft,"1766 E Dublin Granville Rd, Columbus, OH 43229, USA",(614) 440-8854,40.0880392,-82.9707808
Southampton Beverage,"453 2nd St Pike, Southampton, PA 18966, USA",(215) 322-5530,40.1675342,-75.0449083
B & B Liquor Store,"2234 E Ben White Blvd, Austin, TX 78741, USA",(512) 445-6319,30.2165629,-97.7397215
Lavelle's Taphouse,"414 2nd Ave, Fairbanks, AK 99701, USA",(907) 888-2220,64.8438242,-147.7165298
TwinOak Wood Fired Pizza & BBQ,"1201 Strassner Dr, Brentwood, MO 63144, USA",(314) 644-2772,38.622925,-90.334826
Corcoran's Grill & Pub,"1615 N Wells St, Chicago, IL 60614, USA",(312) 440-0885,41.9115981,-87.634594
Uptown Cafeteria,"3001 Hennepin Ave, Minneapolis, MN 55408, USA",(612) 877-7263,44.94757,-93.2976669
Timmy Nolan's Tavern & Grill,"10111 Riverside Dr, Toluca Lake, CA 91602, USA",(818) 985-3359,34.1524125,-118.3510517
Double Shift Brewing Company,"412 E 18th St, Kansas City, MO 64108, USA",(816) 304-7028,39.0918583,-94.5782575
"Pump House, The","1201 W Stayton Ave, Victoria, TX 77901, USA",(361) 572-9800,28.806158,-97.016398
Blue Pear Bistro,"275 Brintons Bridge Rd, West Chester, PA 19382, USA",(610) 399-9812,39.899727,-75.566892
Elixir Restaurant,"Miguel Hidalgo 180, Zona Centro, Cd Acuña, Coah., Mexico",877 130 7354,29.3255051,-100.9320467
Steens Mountain Brewing Company,"353 W Monroe St, Burns, OR 97720, USA",(541) 589-1159,43.5858126,-119.0581117
The Virginia Beer Company,"401 2nd St, Williamsburg, VA 23185, USA",(757) 378-2903,37.2721497,-76.6812818
The Bulldog,"P.O. Box 4400, Austin, TX 78765, USA",(512) 474-1022,30.298118,-97.7292175
Cahaba Brewing Company,"4500 5th Ave S, Birmingham, AL 35222, USA",(205) 578-2616,33.5275138,-86.7654816
The Reluctant Panther Inn & Restaurant,"39 W Rd, Manchester, VT 05254, USA",(802) 362-2568,43.1641013,-73.0723939
The Voodoo Grill,"1741 E 9 Mile Rd, Pensacola, FL 32514, USA",(850) 912-8111,30.5307398,-87.2250954
Daytona Taproom,"310 Seabreeze Blvd, Daytona Beach, FL 32118, USA",(386) 872-3298,29.2339531,-81.0162601
Final Draft Brewing Company,"1600 California St, Redding, CA 96001, USA",(530) 338-1198,40.5821015,-122.3918393
Adelbert's Brewery,"2314 Rutland Dr #100, Austin, TX 78758, USA",(512) 662-1462,30.3823917,-97.7199028
Out of Bounds Brewing Company,"4480 Yankee Hill Rd #100, Rocklin, CA 95677, USA",(916) 259-1511,38.7991879,-121.2293361
Coolidge Corner Wine & Spirits,"1300 Beacon St, Brookline, MA 02446, USA",(617) 566-2800,42.342654,-71.12052
2nd Street Wine Co.,"1340 E 2nd St, Edmond, OK 73034, USA",(405) 340-4307,35.6515458,-97.462337
Dive Bar & Grille,"5147 Butler St, Pittsburgh, PA 15201, USA",(412) 408-2015,40.4796701,-79.9550742
Charlie's Liquor Store,"951 William D. Fitch Pkwy, College Station, TX 77845, USA",(979) 985-5588,30.5584697,-96.2613111
The Breslin,"16 W 29th St, New York, NY 10001, USA",(212) 679-1939,40.745568,-73.988089
Party House Liquors,"4001 S Lamar Blvd a, Austin, TX 78704, USA",(512) 442-6575,30.2355076,-97.791124
The Salty Pig,"130 Dartmouth St, Boston, MA 02116, USA",(617) 536-6200,42.3468985,-71.0761172
The Belfry,"222 E 14th St, New York, NY 10003, USA",(212) 473-6590,40.7326361,-73.9863917
YOLO (You Only Live Once),"333 E Las Olas Blvd, Fort Lauderdale, FL 33301, USA",(954) 523-1000,26.1196393,-80.1397279
Three Blind Mice,"294 Mountain Laurel Way, Austin, TX 78737, USA",(512) 646-0905,30.17297,-97.9956352
Meetinghouse Package,"263 Cotuit Rd, Sandwich, MA 02563, USA",(508) 477-4192,41.7012169,-70.4843665
Hoa Vien Brauhaus,"Hẻm 18 Bis Nguyễn Thị Minh Khai, Đa Kao, Quận 1, Hồ Chí Minh, Vietnam",028 3829 0585,10.7860416,106.6991045
The Abbey Pub,"2002 Fry Rd #125, Houston, TX 77084, USA",(281) 579-2390,29.796734,-95.718683
Mr. Dooley's,"77 Broad St, Boston, MA 02109, USA",(617) 338-5656,42.3576604,-71.0536407
San Juan Island Brewing Co.,"410 A St, Friday Harbor, WA 98250, USA",(360) 378-2017,48.532485,-123.0146521
The Winetree - East,"1951 Washington Ave, Evansville, IN 47714, USA",(812) 476-8141,37.9624588,-87.530106
Alvin's Wine & Spirits,"4000 W 6th St, Lawrence, KS 66049, USA",(785) 832-1860,38.9725948,-95.2899991
Williamsburg Brewing Company,"401 2nd St, Williamsburg, VA 23185, USA",(757) 378-2903,37.2721497,-76.6812818
Otsego Lake Corner Store,"4800 W Otsego Lake Dr, Gaylord, MI 49735, USA",(989) 732-8664,44.9620708,-84.7083488
CafÃ© De Kleine Wereld,"Grote Markt 59, 4811 XP Breda, Netherlands",06 38190975,51.5892626,4.7757271
Pig & Prince,"1 Lackawanna Plaza, Montclair, NJ 07042, USA",(973) 233-1006,40.8112886,-74.2135463
Norb Andy's Tabarin,"518 E Capitol Ave, Springfield, IL 62701, USA",(217) 679-5062,39.7980556,-89.6486111
Ogden Tap Room,"7324 Market St, Wilmington, NC 28411, USA",(910) 821-8185,34.2752201,-77.8147935
Harbor Fire Bar And Grill,"239 Dyke Rd, Marshfield, MA 02050, USA",(781) 536-4158,42.0847209,-70.6510645
Admiral T.J. O'Brien's Pub,"407 Main St, Sturbridge, MA 01566, USA",(508) 347-2838,42.1112422,-72.0964832
BrewBakers,"140 Cedar Tree Square, Belton, MO 64012, USA",(816) 348-2337,38.8150742,-94.508622
The Ginger Lounge,"701 W Pecan St, Pflugerville, TX 78660, USA",(512) 251-8277,30.4417026,-97.6256379
Newport Pizza & Ale House,"5050 Newport Ave, San Diego, CA 92107, USA",(619) 224-4540,32.747554,-117.251888
Talk of the Town Grill & Bar,"11922 W 119th St, Overland Park, KS 66213, USA",(913) 661-9922,38.9133825,-94.7252179
Zion Canyon Brew Pub,"95 Zion Park Blvd, Springdale, UT 84767, USA",(435) 772-0336,37.1992613,-112.9888812
Library Bar & Grill,"407 E 6th St, Austin, TX 78701, USA",(512) 649-1232,30.2668969,-97.7390406
Graniteville General Store,"652 Graniteville Rd, Graniteville, VT 05654, USA",(802) 476-5088,44.1507359,-72.4889919
The Lackman,"1237 Vine St, Cincinnati, OH 45202, USA",(513) 381-0741,39.1093101,-84.5153167
Mid-Town Minimarket,"643 N McLean Blvd, Memphis, TN 38107, USA",(901) 278-7414,35.1552679,-89.9973969
Roanoke Railhouse Brewery,"3106 Franklin Rd SW, Roanoke, VA 24014, USA",(540) 293-2423,37.243908,-79.96301
Westbury Bar & Restaurant,"1610 Old Country Rd, Westbury, NY 11590, USA",(516) 227-2269,40.7468306,-73.588925
Heritage Liquor,"2000 N Eastman Rd, Longview, TX 75601, USA",(430) 625-7121,32.520918,-94.7155271
Cellar & Loft,"103 S Jefferson St, Kearney, MO 64060, USA",(816) 635-2555,39.372121,-94.3615679
Triple B Brewery,"935 Wilcox Ct #105, Kingsport, TN 37660, USA",(423) 963-3609,36.5248455,-82.5597978
Mikkeller DTLA,"216 S Alameda St, Los Angeles, CA 90012, USA",(213) 622-1261,34.0466306,-118.2378528
Southern Pines Growler Company,"205 W Pennsylvania Ave, Southern Pines, NC 28387, USA",(910) 693-7742,35.1753447,-79.3929597
Brasserie Palm,"Steenhuffeldorp 3, 1840 Steenhuffel, Belgium",052 31 74 11,50.9964288,4.2689879
Park Lane Liquor,"9001 Brodie Ln a1, Austin, TX 78748, USA",(512) 467-4484,30.1939805,-97.8425194
Winchester Brew Works,"320 N Cameron St, Winchester, VA 22601, USA",(540) 692-9242,39.186963,-78.1626944
Oakland United Beerworks,"262 2nd St, Oakland, CA 94607, USA",(510) 251-8898,37.7944723,-122.2721434
Gordon Biersch Brew Pub,"200 Poydras St, New Orleans, LA 70130, USA",(504) 552-2739,29.948039,-90.064942
The Student Prince Cafe & The Fort Dining Room,"8 Fort St, Springfield, MA 01103, USA",(413) 734-7475,42.1036828,-72.5936973
Fox And Hound English Pub & Grille,"112 W Campbell Rd, Richardson, TX 75080, USA",(972) 437-4225,32.97666,-96.719301
Bastard Brothers Brewing Company,"2114 Penta Dr, High Ridge, MO 63049, USA",(314) 520-3401,38.482593,-90.503596
Craft Beer Bar,"61 Rainey St, Austin, TX 78701, USA",(512) 428-5571,30.257934,-97.738896
Dog Money Restaurant & Brewery,"50 Catoctin Cir NE, Leesburg, VA 20176, USA",(703) 687-3852,39.1125624,-77.5543634
1888 Tavern,"106 E Main St, Ravenna, OH 44266, USA",(330) 839-8392,41.1574672,-81.2427945
Townies Brewery,"2350 W Liberty St, Ann Arbor, MI 48103, USA",(734) 355-2827,42.273989,-83.7789597
Good Times Party Store,"6168 W Higgins Lake Dr, Higgins Lake, MI 48627, USA",(989) 821-9285,44.461536,-84.7495113
Owen O'Leary's,"17 Connector Rd, Westborough, MA 01581, USA",(508) 366-9262,42.2871304,-71.5861651
Hapa's Brewing Company,"460 Lincoln Ave #90, San Jose, CA 95126, USA",(408) 982-3299,37.32,-121.908028
The Filling Station,"31560 Ranch Rd 12 #214, Dripping Springs, TX 78620, USA",(512) 894-2151,30.2499857,-98.057014
Bodega on Central,"1120 Central Ave, St. Petersburg, FL 33705, USA",(727) 623-0942,27.7708651,-82.650605
Big Belly Kitchen + Tap House,"1014 Fort Johnson Rd, Charleston, SC 29412, USA",(843) 637-2337,32.7298734,-79.9351931
Paddock Club,"1942 Exchange Ave, Oklahoma City, OK 73108, USA",(405) 232-2582,35.4525222,-97.5499223
Paradise Express Liquor,"3600 Dort Hwy # 25, Flint, MI 48507, USA",(810) 743-0330,42.9904094,-83.6559449
Match Restaurant,"1100 N Central Ave, Phoenix, AZ 85003, USA",(602) 875-8080,33.4602028,-112.0741815
The Liquor Cabinet,"12636 Research Blvd, Austin, TX 78759, USA",(512) 331-6976,30.4309845,-97.7645428
The Spencer Brewery,"167 N Spencer Rd, Spencer, MA 01562, USA",(508) 885-5756,42.2989062,-72.0169498
Reserve,"1016 W Stassney Ln, Austin, TX 78745, USA",(512) 572-4025,30.2107854,-97.786429
Karl's Sausage Kitchen & European Market,"1 Bourbon St, Peabody, MA 01960, USA",(978) 854-6650,42.5457857,-70.9804959
Maxie's Southern Comfort,"6732 W Fairview Ave, Milwaukee, WI 53213, USA",(414) 292-3969,43.0315218,-87.9972036
Company Shops Market,"268 E Front St, Burlington, NC 27215, USA",(336) 223-0390,36.092573,-79.435126
Long Ireland Beer Company,"817 Pulaski St, Riverhead, NY 11901, USA",(631) 403-4303,40.9198039,-72.674631
12th Ave Grill,"1120 12th Ave, Honolulu, HI 96816, USA",(808) 732-9469,21.2815911,-157.7996271
McMenamins Cedar Hills,"2885 SW Cedar Hills Blvd, Beaverton, OR 97005, USA",(503) 641-0151,45.4995521,-122.8088636
Growl Movement,"5137 River Rd N, Keizer, OR 97303, USA",(503) 385-1064,44.999334,-123.027311
Boston Breweries,"306 Northern Ave, Boston, MA 02210, USA",(617) 456-2322,42.3469065,-71.0344387
Brewer's Republic,"112 N Nevada Ave, Colorado Springs, CO 80903, USA",(719) 633-2105,38.8356917,-104.8218722
Biederman's Deli and Pub,"83 Main St, Plymouth, NH 03264, USA",(603) 536-3354,43.757811,-71.6874636
Stewbum & Stonewall Brewing Co.,"96 N King St, Honolulu, HI 96817, USA",(808) 528-2337,21.3118072,-157.8634102
Hy-Vee Wine & Spirits - Sioux Falls #1,"1601 S Sycamore Ave, Sioux Falls, SD 57110, USA",(605) 334-4570,43.5304676,-96.672841
London Bridge Pub,"110 E Hargett St, Raleigh, NC 27601, USA",(919) 838-6633,35.7780556,-78.6377778
The Broad Axe,"28 W Franklin St, Hagerstown, MD 21740, USA",(301) 733-8454,39.643925,-77.7202139
Hop Tree Brewing,"1297 Hudson Gate Dr, Hudson, OH 44236, USA",(330) 342-0060,41.2095405,-81.4447671
Next Door Gastropub,"113 W 1st St, Port Angeles, WA 98362, USA",(360) 504-2613,48.1194207,-123.4341575
McGarvey's Saloon & Oyster Bar,"8 Market Space, Annapolis, MD 21401, USA",(410) 263-5700,38.978301,-76.4870432
Press Box Grill,"1623 Main St, Dallas, TX 75201, USA",(214) 747-8226,32.781673,-96.797447
Cold Water Brewery & Grill,"2544 Lake Tahoe Blvd, South Lake Tahoe, CA 96150, USA",(530) 544-4677,38.9250011,-119.9863551
Red Lodge Ales,"1445 Broadway Ave N, Red Lodge, MT 59068, USA",(406) 446-4607,45.2019444,-109.2458333
National Liquors,"2101 E St Elmo Rd # 200, Austin, TX 78744, USA",(512) 834-9742,30.2089644,-97.7457115
Petrucci Brothers Brewing,"911 5th Ave, New Brighton, PA 15066, USA",(724) 987-2579,40.7347395,-80.311574
Stokesville Market & Supply,"90 N River Rd, Mt Solon, VA 22843, USA",(540) 350-2177,38.3563648,-79.1473636
Broad Street Tavern,"3648 N Broad St, Philadelphia, PA 19140, USA",(215) 228-2588,40.0089931,-75.1516084
Coach's Sports Bar & Grille,"43451 Gadsden Ave, Lancaster, CA 93534, USA",(661) 942-8919,34.6727778,-118.1438889
Owl's Brew Radler,"2400 E Cesar Chavez St #300, Austin, TX 78702, USA",(512) 593-1262,30.2545583,-97.7167694
Lee's Market,"1601 W 38th St #12, Austin, TX 78731, USA",(512) 467-6700,30.3085897,-97.7506565
Homebrew Heaven,"1292 12th St SE, Salem, OR 97302, USA",(503) 375-3521,44.9249808,-123.0303034
Bazbeaux Pizza,"811 E Westfield Blvd, Indianapolis, IN 46220, USA",(317) 255-5711,39.8703429,-86.1445042
Brew Brothers,"7403 Leslie Rd, San Antonio, TX 78254, USA",(210) 577-5561,29.5082249,-98.6988833
The Hop Garden - Paoli Tap Room,"6889 Canal St, Belleville, WI 53508, USA",(608) 636-6229,42.9297804,-89.5254273
Cardoza's Wine & Spirits,"6 Sconticut Neck Rd, Fairhaven, MA 02719, USA",(774) 206-1741,41.6402364,-70.8821822
Sidetrack Brewing Company,"413 2nd St SW, Albuquerque, NM 87102, USA",(505) 832-7183,35.0807622,-106.6500334
The Wine Warehouse,"2424 S 1st St, Austin, TX 78704, USA",(512) 382-1308,30.2413119,-97.7604654
Frenchtown Brewing,"24A, Honduras, Charlotte Amalie, St Thomas 00802, USVI",(340) 642-2800,18.3371708,-64.9407257
Perihelion Brewery,"2800 16th Ave S, Seattle, WA 98144, USA",(206) 200-3935,47.578474,-122.311861
Southside Drive Thru,"337 W Central Ave, West Carrollton, OH 45449, USA",(937) 866-6600,39.66968,-84.257722
Stone's Public House,"179 Main St, Ashland, MA 01721, USA",(508) 881-1778,42.2597694,-71.4645611
Schnitzelhaus,"77932 Country Club Dr #2-4, Palm Desert, CA 92211, USA",(760) 200-2331,33.7585965,-116.3049136
Peckish Pig,"623 Howard St, Evanston, IL 60202, USA",(847) 491-6778,42.0196101,-87.679511
Cobblehaus Brewing Co,"1021 5th Ave, Coraopolis, PA 15108, USA",(412) 264-7000,40.5173093,-80.1634309
Johnny Utah's NYC,"25 W 51st St #6939, New York, NY 10019, USA",(212) 265-8824,40.7600028,-73.97825
Poor Henry's Pub & Restaurant,"8 Main Rd, Montville, NJ 07045, USA",(973) 335-1155,40.912302,-74.391554
Cotuit Liquors,"3858 Falmouth Rd, Marstons Mills, MA 02648, USA",(508) 420-5899,41.6491674,-70.42536
Free Beer Co.,"Prinsestraat 59, 2513 CB Den Haag, Netherlands",070 331 1392,52.0793967,4.3049026
The Front Porch,"3107 N Interstate 35 Frontage Rd #770, Round Rock, TX 78664, USA",(512) 388-6330,30.477601,-97.671418
28 Springs,"100 E University St #2756, Siloam Springs, AR 72761, USA",(479) 524-2828,36.185764,-94.541254
Wolverine State Brewing Company,"2019 W Stadium Blvd, Ann Arbor, MI 48103, USA",(734) 369-2990,42.2692756,-83.7744001
Ale House at Amato's,"2501 16th St, Denver, CO 80211, USA",(303) 433-9734,39.7586993,-105.0091487
Newportville Inn,"4120 Lower Rd, Levittown, PA 19056, USA",(215) 785-6090,40.1232331,-74.9007074
The Naumkeag Ordinary,"118 Washington St, Salem, MA 01970, USA",(978) 744-4968,42.5211378,-70.8961349
CervecerÃ­a Central,"Panama City, Panama",388-3500,9.0271243,-79.4872744
Midnight Sun Brewing Co.,"8111 Dimond Hook Dr, Anchorage, AK 99507, USA",(907) 344-6653,61.1472278,-149.8445639
Brewster Fine Wine & Liquors,"690 S Brewster Rd, Vineland, NJ 08361, USA",(856) 690-1188,39.4736781,-74.9775438
Milton Beverage Warehouse,"484 US-7, Milton, VT 05468, USA",(802) 893-7076,44.627433,-73.142966
Ellis Creek Fish Camp,"1243 Harbor View Rd, Charleston, SC 29412, USA",(843) 297-8878,32.7511432,-79.9526692
Brass Restaurant & Brewery,"10910 Domain Dr, Austin, TX 78758, USA",(512) 339-2337,30.3954441,-97.7269882
Spec's #19,"17414 Northwest Fwy, Jersey Village, TX 77040, USA",(713) 983-8827,29.8906425,-95.5823927
The Frequency,"4000 Brandywine St NW, Washington, DC 20016, USA",(202) 516-5694,38.9495569,-77.0792481
Table & Tap,"Vismarkt 16, 2800 Mechelen, Belgium",015 33 13 36,51.0266512,4.4766526
Smith's Hotel,"1030 Lancaster Ave, Columbia, PA 17512, USA",(717) 684-3385,40.0315311,-76.4891486
Stateside,"719 Congress Ave, Austin, TX 78701, USA",(512) 472-5470,30.2695967,-97.7420324
Zagovor Brewery,"141013, МО 1-й Силикатный переулок, вл. 14, стр. 2, Mytishchi, Moskovskaya oblast', Russia, 141013",8 (910) 019-22-17,55.9320969,37.7707919
Border X Brewing,"2181 Logan Ave, San Diego, CA 92113, USA",(619) 501-0503,32.6981564,-117.1396998
Hog's Apothecary,"375 40th St, Oakland, CA 94609, USA",(510) 338-3847,37.8280361,-122.259025
Small Town Brewery,"1000 N Rand Rd #204, Wauconda, IL 60084, USA",(847) 865-3264,42.2742671,-88.1538396
Wegmans - Dulles,"45131 Columbia Pl, Sterling, VA 20166, USA",(703) 421-2400,39.0069522,-77.4407503
Catch 22 Gastropub,"3950 N Mt Juliet Rd, Mt. Juliet, TN 37122, USA",(615) 754-1640,36.2253959,-86.515149
State Line Convenient Mart,"44 Rte 13, Brookline, NH 03033, USA",(603) 673-5475,42.7140641,-71.6642046
Number 4,"124 E Walnut St, Mankato, MN 56001, USA",(507) 344-1444,44.1660906,-94.0023708
Gordon Ramsay Pub & Grill,"3570 S Las Vegas Blvd, Las Vegas, NV 89109, USA",(702) 731-7410,36.117397,-115.1757521
Bierderij Waterland,"Galgeriet 4, 1141 GK Monnickendam, Netherlands",0299 407 647,52.4587986,5.0398504
BP Gas Station,"2250 E Ben White Blvd, Austin, TX 78741, USA",(512) 443-4414,30.2164333,-97.7390847
Whole Foods Market - Highland Park,"4100 Lomo Alto Dr, Highland Park, TX 75219, USA",(214) 520-7993,32.8205285,-96.8144154
Southern Grist Brewing Co.,"1201 Porter Rd, Nashville, TN 37206, USA",(629) 203-7159,36.1888142,-86.728782
Joe's Liquor Mart,"2950 Joe Dimaggio Blvd, Round Rock, TX 78665, USA",(512) 660-5086,30.5248024,-97.6392234
Dostal Alley Brewpub,"116 Main St, Central City, CO 80427, USA",(303) 582-5563,39.8001831,-105.5124983
Printer's Row Wine Shop,"719 S Dearborn St, Chicago, IL 60605, USA",(312) 663-9314,41.872934,-87.6289879
BNS Brewing & Distilling Co.,"10960 Wheatlands Ave, Santee, CA 92071, USA",(619) 956-0952,32.846293,-116.958397
Little Italy Wines,"12414 Mayfield Rd, Cleveland, OH 44106, USA",(216) 231-9463,41.5084979,-81.5963128
The Arena Sports Bar,"4515 Salem Ave, Dayton, OH 45416, USA",(937) 321-6454,39.810368,-84.264019
Ground Breaker Brewing,"2030 SE 7th Ave, Portland, OR 97214, USA",(503) 928-4195,45.5080861,-122.6584749
Brick Anchor Brew House,"241 Granby St, Norfolk, VA 23510, USA",(757) 431-7064,36.8491244,-76.2910466
Frosty Caps Inc.,"1745 Old York Rd, Abington, PA 19001, USA",(215) 830-0330,40.1328899,-75.1152073
Brouwerij De Drie Koningen,"Markt 30, 4503 AH Groede, Netherlands",0117 371 511,51.3796551,3.5066386
Allouez Beer Depot & Liquor Store,"1255 S Monroe Ave # 101, Green Bay, WI 54301, USA",(920) 432-8521,44.4963547,-88.0205823
House of Beer,"79 Rainey St, Austin, TX 78701, USA",(512) 386-1656,30.2589044,-97.7384231
Pollyanna Brewing Company - Roselare,"245 E Main St, Roselle, IL 60172, USA",(847) 285-1909,41.9824989,-88.0738327
Lewis & Clark Brewing Company,"1535 Dodge Ave, Helena, MT 59601, USA",(406) 442-5960,46.6003864,-112.0217131
AJ's Ale House,"236 W San Antonio St, New Braunfels, TX 78130, USA",(830) 608-0087,29.7017411,-98.1261171
10 East Kitchen & Tap House,"10 E Main St, Turlock, CA 95380, USA",(209) 669-1010,37.4938736,-120.8461072
Roeland Liquors,"65 Roeland St, Gardens, Cape Town, 8001, South Africa",021 461 6397,-33.9290069,18.4213834
Unlawful Assembly Brewing Co.,"7800 Windrose Ave, Plano, TX 75024, USA",(972) 846-4255,33.0833419,-96.8257137
John Brewer's Tavern & Restaurant,"7 Highland Ave, Malden, MA 02148, USA",(781) 324-8800,42.4151444,-71.0791651
Salt & Smoke,"6525 Delmar Blvd, St. Louis, MO 63130, USA",(314) 727-0200,38.6560854,-90.305056
Lee Lee Oriental Supermarket,"2025 N Dobson Rd, Chandler, AZ 85224, USA",(480) 899-2887,33.3361505,-111.8743382
Kenosha Steakhouse,"301 S Main St, Breckenridge, CO 80424, USA",(970) 453-7313,39.479285,-106.045959
Cerveza Funes,"Av Melchor Ocampo 2013, Defensores de Baja California, 22000 Tijuana, B.C., Mexico",664 736 0524,32.5239446,-117.0309435
Pedro Brewcrafters,"B 4023, 69 A Mabini St, San Antonio, San Pedro, Laguna, Philippines",(02) 8274 8537,14.3673009,121.0526218
Brewlander & Co.,Singapore,9841 3677,1.352083,103.819836
The Palace Saloon,"456 Tin Star Rd, Fredericksburg, TX 78624, USA",(830) 685-3464,30.445789,-98.809966
First National Tap House,"51 W Broadway #3002, Eugene, OR 97401, USA",(541) 393-6517,44.0500304,-123.0934012
REAL a gastropub,"506 Keawe St, Honolulu, HI 96813, USA",(808) 200-2739,21.3007569,-157.8593606
The Brewer's Kettle Kernersville,"308 E Mountain St, Kernersville, NC 27284, USA",(336) 992-3333,36.1177815,-80.0687659
County Line Liquors,"6516, 5204 Ranch Rd 2222, Austin, TX 78731, USA",(512) 346-3664,30.357107,-97.7856212
Bevy,"101 Herff Rd, Boerne, TX 78006, USA",(830) 816-5606,29.774916,-98.7270642
Growl,"700 N LBJ Dr #111, San Marcos, TX 78666, USA",(512) 216-6044,29.8919226,-97.9404473
Top Cellars Wine & Spirits,"16663 151st St, Olathe, KS 66062, USA",(913) 829-8773,38.8535951,-94.7777479
Tuscan Market & Wine Shop,"141 W Wing St, Arlington Heights, IL 60005, USA",(847) 392-9700,42.0836331,-87.985311
Drop Off Service,"1601 S MoPac Expy #C301, Austin, TX 78746, USA",(512) 201-4456,30.2599924,-97.7915933
Hana Ranch Store,"1752 Mill Pl, Hana, HI 96713, USA",(808) 270-3295,20.75107,-155.9880663
The Handlebar Tempe,"680 S Mill Ave #109, Tempe, AZ 85281, USA",(480) 474-4888,33.4236633,-111.9402675
Straw Hat Pizza,"12552 Central Ave, Chino, CA 91710, USA",(909) 627-1534,34.025149,-117.689858
The James Joyce Irish Pub,"7138 Windsor Ave, Berwyn, IL 60402, USA",(708) 795-1100,41.830905,-87.802392
Taylor Beverage,"1530 S Main Ave, Scranton, PA 18504, USA",(570) 207-2739,41.3936742,-75.6919546
Uganda Breweries Limited,"Port Bell Rd, Kampala, Uganda",031 2210011,0.2935695,32.6532209
The Firkin Brewhouse,"3351 Columbia Dr NE, Albuquerque, NM 87107, USA",(505) 881-0702,35.1189447,-106.6225612
"Spotted Pig, The","314 W 11th St, New York, NY 10014, USA",(212) 937-8518,40.7355908,-74.0066615
Molly Maguires Alehouse & Eatery,"15945 Kuykendahl Rd, Houston, TX 77068, USA",(281) 580-6167,30.0091667,-95.4658333
Beer Market Co. Midtown,"3304 Milam St, Houston, TX 77006, USA",(713) 527-8955,29.7419983,-95.3796854
Cristina's Cafe,"2851 Patrick Henry Hwy, Piney River, VA 22964, USA",(434) 270-1146,37.7057012,-79.0256408
Rosemary's Restaurant,"2110 San Jacinto Blvd, Austin, TX 78712, USA",(512) 840-6480,30.284338,-97.734521
COOP Ale Works,"4745 Council Heights Rd, Oklahoma City, OK 73179, USA",(405) 842-2667,35.4185442,-97.6577985
Schlafly Beer Bar & Grill,"2100 Locust St, St. Louis, MO 63103, USA",(314) 241-2337,38.6330458,-90.2097572
Gjelina,"1427 Abbot Kinney Blvd, Venice, CA 90291, USA",(310) 392-7575,33.9905288,-118.465051
Fieldwork Brewing Company - Monterey,"560 Munras Ave, Monterey, CA 93940, USA",(831) 324-0658,36.5969715,-121.8944945
The Cellar,"11400 Domain Dr #5107, Austin, TX 78758, USA",(512) 772-4378,30.4007449,-97.7251214
